,duration,director_fb_likes,actor_1_fb_likes,gross,num_voted_users,facenumber_in_poster,budget,title_year,aspect_ratio,movie_fb_likes,country_UK,country_USA,other_actors_fb_likes,critic_reviews_ratio,imdb_classification
15,143.0,0.0,15000.0,291021565.0,548573,0.0,225000000.0,2013.0,2.35,118000,False,True,3748.0,0.2890378548895899,2
16,150.0,80.0,22000.0,141614023.0,149922,4.0,225000000.0,2008.0,2.35,0,False,True,417.0,0.589041095890411,2
17,173.0,0.0,26000.0,623279547.0,995415,3.0,220000000.0,2012.0,1.85,123000,False,True,40000.0,0.40824622531939603,3
18,136.0,252.0,40000.0,241063875.0,370704,4.0,250000000.0,2011.0,2.35,58000,False,True,12000.0,0.9256198347107438,2
19,106.0,188.0,10000.0,179020854.0,268154,1.0,225000000.0,2012.0,1.85,40000,False,True,1534.0,1.3225806451612903,2
20,164.0,0.0,5000.0,255108370.0,354228,0.0,250000000.0,2014.0,2.35,65000,False,False,1745.0,0.5261845386533666,2
21,153.0,464.0,15000.0,262030663.0,451803,0.0,230000000.0,2012.0,2.35,56000,False,True,10963.0,0.4889795918367347,2
22,156.0,0.0,891.0,105219735.0,211765,0.0,200000000.0,2010.0,2.35,17000,False,True,1620.0,0.6282051282051282,2
23,186.0,0.0,5000.0,258355354.0,483540,6.0,225000000.0,2013.0,2.35,83000,False,True,1745.0,0.5352260778128286,2
24,113.0,129.0,16000.0,70083519.0,149019,2.0,180000000.0,2007.0,2.35,0,False,True,7000.0,0.3768768768768769,2
25,201.0,0.0,6000.0,218051260.0,316018,0.0,207000000.0,2005.0,2.35,0,False,False,1003.0,0.1703590527119939,2
26,194.0,0.0,29000.0,658672302.0,793059,0.0,200000000.0,1997.0,2.35,26000,False,True,14794.0,0.12460443037974683,2
27,147.0,94.0,21000.0,407197282.0,272670,0.0,250000000.0,2016.0,2.35,72000,False,True,30000.0,0.5048923679060665,3
28,131.0,532.0,14000.0,65173160.0,202382,0.0,209000000.0,2012.0,2.35,44000,False,True,10627.0,0.5019973368841545,1
29,124.0,365.0,3000.0,652177271.0,418214,0.0,150000000.0,2015.0,2.0,150000,False,True,3000.0,0.4992248062015504,2
30,143.0,0.0,883.0,304360277.0,522030,0.0,200000000.0,2012.0,2.35,80000,True,False,956.0,0.5006675567423231,2
31,135.0,0.0,24000.0,373377893.0,411164,1.0,200000000.0,2004.0,2.35,0,False,True,15000.0,0.23023791250959325,2
32,195.0,1000.0,21000.0,408992272.0,557489,3.0,200000000.0,2013.0,2.35,95000,False,True,7000.0,0.5122156697556866,2
33,108.0,13000.0,40000.0,334185206.0,306320,0.0,200000000.0,2010.0,1.85,24000,False,True,36000.0,0.6127717391304348,2
34,104.0,420.0,20000.0,234360014.0,383427,0.0,210000000.0,2006.0,2.35,0,False,False,1368.0,0.17468619246861924,2
35,104.0,37.0,12000.0,268488329.0,235025,0.0,200000000.0,2013.0,1.85,44000,False,True,1539.0,1.4188679245283018,2
36,150.0,0.0,894.0,402076689.0,323207,0.0,200000000.0,2009.0,2.35,0,False,True,1045.0,0.2543432939541348,1
37,165.0,0.0,974.0,245428137.0,242420,2.0,210000000.0,2014.0,2.35,56000,False,True,1764.0,0.4117647058823529,1
38,130.0,0.0,44000.0,234903076.0,175409,4.0,215000000.0,2013.0,2.35,60000,False,True,26000.0,1.0273972602739727,2
39,142.0,464.0,15000.0,202853933.0,321227,0.0,200000000.0,2014.0,2.35,41000,False,True,10825.0,0.4639175257731959,2
40,125.0,364.0,12000.0,172051787.0,264183,0.0,170000000.0,2010.0,2.35,30000,False,True,11000.0,0.7052631578947368,2
41,106.0,487.0,1000.0,191450875.0,101178,0.0,200000000.0,2011.0,2.35,10000,False,True,1695.0,1.0742049469964665,2
42,123.0,258.0,16000.0,116593191.0,223393,2.0,200000000.0,2011.0,2.35,24000,False,True,694.0,0.7927272727272727,1
43,103.0,125.0,15000.0,414984497.0,544884,3.0,200000000.0,2010.0,1.85,30000,False,True,1721.0,0.6180081855388813,3
44,118.0,368.0,23000.0,125320003.0,286095,0.0,200000000.0,2009.0,2.35,0,False,True,3988.0,0.433264887063655,2
45,140.0,0.0,26000.0,350034110.0,278232,0.0,190000000.0,2015.0,2.35,94000,False,True,37000.0,0.6453576864535768,2
46,123.0,395.0,17000.0,202351611.0,465019,0.0,190000000.0,2013.0,2.35,129000,False,True,12000.0,0.6572864321608041,2
47,149.0,0.0,34000.0,233914986.0,514125,7.0,200000000.0,2014.0,2.35,82000,False,True,42000.0,0.7167553191489362,2
48,132.0,14000.0,19000.0,228756232.0,395573,0.0,190000000.0,2013.0,2.35,92000,False,True,1909.0,0.5038428693424424,2
49,114.0,0.0,979.0,65171860.0,106416,1.0,195000000.0,2013.0,2.35,22000,False,True,697.0,1.648780487804878,2
50,143.0,1000.0,29000.0,144812796.0,362912,4.0,105000000.0,2013.0,2.35,115000,False,False,586.0,0.650730411686587,2
51,116.0,179.0,15000.0,90755643.0,222403,2.0,200000000.0,2010.0,2.35,23000,False,True,803.0,0.6754966887417219,2
52,131.0,0.0,16000.0,101785482.0,381148,0.0,190000000.0,2013.0,1.85,83000,False,True,1887.0,0.5198915009041591,2
53,154.0,0.0,894.0,352358779.0,326180,2.0,195000000.0,2011.0,2.35,46000,False,True,1410.0,0.4760845383759733,2
54,122.0,14000.0,11000.0,317011114.0,333847,2.0,185000000.0,2008.0,2.35,5000,False,True,2000.0,0.22882181110029212,2
55,93.0,113.0,275.0,123070338.0,62836,0.0,200000000.0,2015.0,2.35,20000,False,True,263.0,0.863768115942029,2
56,93.0,56.0,2000.0,237282182.0,273556,0.0,185000000.0,2012.0,2.35,39000,False,True,1838.0,1.1401869158878504,2
57,122.0,681.0,998.0,130468626.0,53607,4.0,185000000.0,2016.0,2.35,30000,False,True,224.0,0.7453703703703703,2
58,98.0,475.0,1000.0,223806889.0,718837,0.0,180000000.0,2008.0,2.35,16000,False,True,1251.0,0.40364333652924256,3
59,91.0,420.0,268.0,140080850.0,121084,2.0,140000000.0,2007.0,2.35,0,False,True,441.0,0.7330316742081447,2
60,158.0,776.0,1000.0,166112167.0,283418,0.0,200000000.0,2009.0,2.35,13000,False,True,778.0,0.34786729857819904,1
61,96.0,0.0,18000.0,137850096.0,72809,0.0,200000000.0,2009.0,2.35,0,False,True,24000.0,0.963855421686747,2
62,127.0,0.0,17000.0,47375327.0,139593,1.0,176000000.0,2015.0,2.35,44000,False,True,28000.0,0.5333333333333333,1
63,110.0,282.0,11000.0,124051759.0,42372,2.0,180000000.0,2016.0,2.35,29000,False,True,10103.0,1.0376569037656904,2
64,150.0,80.0,1000.0,291709845.0,286506,5.0,180000000.0,2005.0,2.35,0,False,True,272.0,0.19412166780587833,2
65,144.0,0.0,34000.0,154985087.0,148379,6.0,178000000.0,2016.0,2.35,54000,False,True,14000.0,0.6366559485530546,2
66,152.0,22000.0,23000.0,533316061.0,1676169,0.0,185000000.0,2008.0,2.35,37000,False,True,24000.0,0.13820441397043068,3
67,96.0,0.0,1000.0,292979556.0,665575,1.0,175000000.0,2009.0,1.85,27000,False,True,1110.0,0.5795454545454546,3
68,94.0,11.0,1000.0,198332128.0,114553,2.0,175000000.0,2009.0,2.35,0,False,True,1432.0,1.1711229946524064,2
69,126.0,4000.0,21000.0,318298180.0,696338,3.0,140000000.0,2008.0,2.35,10000,False,True,16000.0,0.4606635071090047,2
70,126.0,17000.0,17000.0,73820094.0,245333,0.0,170000000.0,2011.0,1.85,42000,False,True,17000.0,1.0058997050147493,2
71,106.0,188.0,10000.0,113745408.0,129601,2.0,170000000.0,1999.0,1.85,0,False,True,4582.0,0.13117283950617284,1
72,112.0,357.0,5000.0,102176165.0,117927,2.0,145000000.0,2008.0,2.35,0,False,True,3595.0,0.5269461077844312,1
73,123.0,452.0,10000.0,161087183.0,118992,8.0,175000000.0,2016.0,2.35,80000,False,True,665.0,0.43048403707518024,2
74,96.0,293.0,87000.0,100289690.0,115099,0.0,175000000.0,2007.0,2.35,2000,False,True,18000.0,0.7237354085603113,1
75,113.0,218.0,10000.0,100189501.0,431620,1.0,178000000.0,2014.0,2.35,77000,False,True,1363.0,0.7894736842105263,2
76,176.0,58.0,711.0,88246220.0,144337,0.0,175000000.0,1995.0,1.85,0,False,True,120.0,0.29449838187702265,2
77,118.0,208.0,23000.0,150167630.0,174578,4.0,175000000.0,2009.0,2.35,0,False,True,2570.0,0.4681647940074906,1
78,95.0,0.0,1000.0,356454367.0,345198,1.0,175000000.0,2015.0,1.85,118000,False,True,1151.0,0.6934023285899095,3
79,106.0,4000.0,19000.0,362645141.0,106072,0.0,175000000.0,2016.0,1.85,65000,True,False,13591.0,0.9296482412060302,2
80,124.0,4000.0,21000.0,312057433.0,522371,4.0,200000000.0,2010.0,2.35,18000,False,True,23000.0,0.6265560165975104,2
81,132.0,274.0,26000.0,155111815.0,228554,0.0,170000000.0,2012.0,2.35,53000,False,True,28000.0,0.5859154929577465,2
82,97.0,171.0,11000.0,241407328.0,252257,2.0,180000000.0,2014.0,2.35,89000,False,True,2846.0,0.6324921135646687,2
83,130.0,198.0,10000.0,208543795.0,317542,0.0,170000000.0,2014.0,1.85,45000,False,True,2884.0,0.8403225806451613,2
84,109.0,596.0,622.0,24848292.0,2138,3.0,20000000.0,2015.0,2.35,677,False,False,808.0,0.6666666666666666,1
85,128.0,47.0,18000.0,38297305.0,116994,2.0,175000000.0,2013.0,2.35,35000,False,True,1982.0,0.6728395061728395,2
86,136.0,94.0,19000.0,259746958.0,496749,1.0,170000000.0,2014.0,2.35,55000,False,True,13000.0,0.7762803234501348,2
87,93.0,31.0,4000.0,238371987.0,138661,2.0,165000000.0,2010.0,2.35,0,False,True,438.0,1.30635838150289,2
88,130.0,663.0,2000.0,93417865.0,128306,2.0,190000000.0,2015.0,2.2,37000,False,True,1242.0,0.8913480885311871,2
89,102.0,38.0,756.0,222487711.0,279093,0.0,165000000.0,2014.0,2.39,41000,False,True,1281.0,0.8868360277136259,2
90,101.0,66.0,975.0,189412677.0,272534,1.0,165000000.0,2012.0,2.35,40000,False,True,1764.0,1.0927536231884059,2
91,100.0,0.0,15000.0,665426.0,120798,0.0,165000000.0,2004.0,2.35,10000,False,True,993.0,0.42342342342342343,2
92,120.0,776.0,890.0,102315545.0,58137,0.0,165000000.0,2016.0,2.35,67000,False,True,1347.0,0.55,1
93,98.0,255.0,18000.0,217387997.0,485430,0.0,165000000.0,2010.0,2.35,33000,False,True,1712.0,0.5853658536585366,3
94,109.0,84.0,648.0,150350192.0,305340,0.0,200000000.0,2003.0,2.35,0,False,True,475.0,0.16706443914081145,2
95,121.0,571.0,14000.0,333130696.0,682155,3.0,170000000.0,2014.0,2.35,96000,False,True,17000.0,0.5952597994530537,3
96,169.0,22000.0,11000.0,187991439.0,928227,1.0,165000000.0,2014.0,2.35,349000,False,True,17000.0,0.2612844036697248,3
97,148.0,22000.0,29000.0,292568851.0,1468200,0.0,160000000.0,2010.0,2.35,175000,False,True,50000.0,0.22904031394934,3
98,120.0,28.0,544.0,24848292.0,374,0.0,20000000.0,2016.0,2.35,0,False,False,118.0,0.07692307692307693,3
100,106.0,357.0,23000.0,144512310.0,272223,2.0,38000000.0,2001.0,2.35,14000,False,True,18000.0,0.18927125506072875,2
101,166.0,21000.0,11000.0,127490802.0,459346,2.0,150000000.0,2008.0,2.35,23000,False,True,1919.0,0.44038929440389296,2
102,132.0,905.0,34000.0,146405371.0,518537,3.0,160000000.0,2011.0,2.35,54000,False,True,14000.0,0.7163323782234957,2
103,137.0,508.0,34000.0,281666058.0,166137,1.0,160000000.0,2015.0,2.35,38000,False,True,36000.0,1.0156657963446476,2
104,109.0,226.0,12000.0,63143812.0,124185,0.0,150000000.0,2010.0,2.35,11000,False,True,788.0,0.9873949579831933,2
105,98.0,249.0,87000.0,60655503.0,82380,0.0,160000000.0,2006.0,2.35,0,False,True,2702.0,0.3672496025437202,1
106,113.0,33.0,40000.0,76846624.0,21352,1.0,170000000.0,2016.0,1.85,30000,False,True,36000.0,1.6641221374045803,2
107,93.0,50.0,3000.0,320706665.0,211971,2.0,160000000.0,2007.0,1.85,0,False,True,1487.0,0.696319018404908,2
108,123.0,0.0,3000.0,46978995.0,111609,0.0,160000000.0,2016.0,2.35,89000,False,True,1364.0,0.352112676056338,2
109,126.0,230.0,24000.0,89732035.0,188457,2.0,155000000.0,2015.0,2.35,82000,False,True,12000.0,0.5467128027681661,2
110,113.0,150.0,531.0,104383624.0,106446,4.0,155000000.0,2010.0,1.78,11000,False,True,141.0,1.0044052863436124,2
111,184.0,0.0,3000.0,198539855.0,254111,0.0,140000000.0,2001.0,2.35,0,False,True,1652.0,0.09554777388694347,2
112,144.0,0.0,662.0,318759914.0,513158,0.0,150000000.0,2007.0,2.35,8000,False,True,1180.0,0.2222222222222222,2
113,206.0,0.0,12000.0,34293771.0,138863,3.0,155000000.0,2004.0,2.35,0,False,False,11591.0,0.17841726618705037,1
114,138.0,282.0,21000.0,292000866.0,355137,3.0,150000000.0,2007.0,2.35,0,True,False,11687.0,0.29693140794223827,2
115,157.0,179.0,21000.0,289994397.0,385670,1.0,150000000.0,2005.0,2.35,0,True,False,21000.0,0.15559071729957805,2
116,102.0,532.0,10000.0,227946274.0,343648,0.0,150000000.0,2008.0,2.35,0,False,True,9979.0,0.5389830508474577,2
117,104.0,508.0,10000.0,256386216.0,530870,0.0,150000000.0,2007.0,2.35,11000,False,True,1558.0,0.22859164897381457,2
118,115.0,13000.0,40000.0,206456431.0,320284,3.0,150000000.0,2005.0,1.85,0,False,True,16588.0,0.20279206465833946,2
119,111.0,663.0,1000.0,206435493.0,473887,0.0,150000000.0,2007.0,2.35,10000,False,True,1954.0,0.5079872204472844,2
120,128.0,22000.0,23000.0,205343774.0,980946,0.0,150000000.0,2005.0,2.35,15000,False,True,25000.0,0.17802607076350094,3
121,89.0,35.0,1000.0,179982968.0,146019,0.0,150000000.0,2008.0,1.85,0,False,True,1287.0,1.403361344537815,2
122,105.0,189.0,49000.0,177243721.0,130272,2.0,150000000.0,2009.0,2.35,2000,False,True,4000.0,0.8851674641148325,1
123,119.0,151.0,20000.0,179883016.0,361924,0.0,150000000.0,2009.0,2.35,0,False,True,18000.0,0.5460218408736349,2
124,129.0,0.0,309.0,139259759.0,364948,0.0,150000000.0,2003.0,2.35,0,False,False,502.0,0.11551155115511551,2
125,102.0,69.0,1000.0,400736600.0,421658,0.0,150000000.0,2013.0,2.24,58000,False,True,1013.0,0.4491150442477876,2
126,138.0,0.0,234.0,281492479.0,421818,0.0,150000000.0,2003.0,2.35,0,False,True,228.0,0.09860164933667981,2
127,112.0,230.0,26000.0,206360018.0,414070,3.0,170000000.0,2013.0,2.35,63000,False,True,32000.0,0.9135338345864662,2
128,120.0,750.0,27000.0,153629485.0,552503,0.0,150000000.0,2015.0,2.35,191000,False,False,9943.0,0.46536523929471035,3
129,146.0,2000.0,15000.0,133375846.0,207839,2.0,150000000.0,2009.0,2.35,0,False,True,1039.0,0.6850574712643678,2
130,115.0,0.0,26000.0,181015141.0,536314,1.0,150000000.0,2011.0,2.35,63000,False,True,32000.0,0.6991869918699187,2
131,96.0,59.0,17000.0,114053579.0,146766,0.0,150000000.0,2008.0,1.85,0,False,True,1458.0,1.2640449438202248,2
132,88.0,12.0,730.0,119420252.0,33042,0.0,150000000.0,2009.0,2.35,0,False,True,789.0,1.6111111111111112,1
133,99.0,473.0,14000.0,83640426.0,152826,0.0,150000000.0,2012.0,1.85,19000,False,True,1399.0,1.225296442687747,1
134,113.0,13000.0,40000.0,79711678.0,199039,7.0,100000000.0,2012.0,1.85,82000,False,True,33000.0,1.0981210855949897,2
135,131.0,188.0,10000.0,195000874.0,232187,0.0,150000000.0,2015.0,2.35,47000,False,False,10641.0,1.0568181818181819,2
136,119.0,394.0,12000.0,61937495.0,89442,0.0,150000000.0,2010.0,1.85,0,False,True,652.0,0.8263888888888888,1
138,91.0,58.0,2000.0,126597121.0,105902,0.0,150000000.0,2007.0,1.85,0,False,True,1678.0,0.941747572815534,2
139,90.0,90.0,11000.0,165230261.0,182718,0.0,150000000.0,2011.0,2.35,20000,False,True,10015.0,1.3588516746411483,2
140,103.0,0.0,1000.0,131564731.0,118951,0.0,150000000.0,2010.0,2.35,18000,False,True,1102.0,0.20260492040520983,1
141,124.0,14000.0,22000.0,133382309.0,256695,0.0,150000000.0,2006.0,2.35,0,False,True,10979.0,0.3559127439724455,2
142,131.0,776.0,17000.0,73103784.0,164238,2.0,150000000.0,2013.0,2.35,33000,False,True,807.0,0.7811059907834101,2
143,88.0,25.0,921.0,21379315.0,17590,0.0,150000000.0,2011.0,2.35,0,False,True,995.0,1.1785714285714286,1
144,85.0,42.0,20000.0,64459316.0,85086,0.0,149000000.0,2006.0,1.85,0,True,False,14586.0,1.1065573770491803,2
145,111.0,456.0,20000.0,34964818.0,39956,4.0,150000000.0,2015.0,2.35,24000,False,True,942.0,1.3763440860215055,1
146,92.0,50.0,3000.0,111505642.0,47900,2.0,145000000.0,2014.0,1.85,11000,False,True,1517.0,1.5076923076923077,2
147,196.0,249.0,11000.0,133228348.0,381672,2.0,175000000.0,2004.0,2.35,0,False,True,5844.0,0.12987012987012986,2
148,93.0,35.0,851.0,216366733.0,119213,0.0,145000000.0,2012.0,1.85,17000,False,True,1206.0,1.37012987012987,2
149,133.0,93.0,769.0,160201106.0,169914,0.0,142000000.0,2002.0,2.35,0,True,False,1512.0,0.22278481012658227,2
150,116.0,176.0,783.0,118099659.0,69757,4.0,144000000.0,2016.0,2.35,62000,False,True,692.0,0.3831544178364988,1
151,153.0,0.0,13000.0,201573391.0,322395,0.0,140000000.0,1998.0,2.35,11000,False,True,12537.0,0.1426131511528608,2
152,88.0,188.0,10000.0,190418803.0,270207,2.0,140000000.0,2002.0,1.85,2000,False,True,3826.0,0.3432343234323432,2
153,115.0,0.0,18000.0,82161969.0,142440,1.0,150000000.0,2007.0,2.35,3000,False,True,12964.0,0.5683168316831683,2
154,95.0,5.0,24000.0,143523463.0,64322,0.0,145000000.0,2016.0,2.35,24000,False,True,11967.0,1.4482758620689655,2
155,133.0,663.0,10000.0,209364921.0,365104,3.0,145000000.0,2011.0,2.35,35000,False,True,10690.0,0.84375,2
156,97.0,52.0,20000.0,103400692.0,123553,0.0,145000000.0,2012.0,1.85,25000,False,True,476.0,1.471264367816092,2
157,90.0,23.0,957.0,110332737.0,110788,1.0,100000000.0,2005.0,2.35,2000,False,True,783.0,0.5232558139534884,2
158,154.0,380.0,10000.0,111110575.0,317166,1.0,140000000.0,2003.0,2.35,0,False,True,1401.0,0.20474137931034483,2
159,150.0,0.0,23000.0,65007045.0,128682,0.0,140000000.0,2014.0,2.35,51000,True,False,1641.0,0.4779299847792998,2
160,127.0,14000.0,26000.0,257704099.0,504419,0.0,150000000.0,2009.0,2.35,19000,False,True,12981.0,0.33226427196921104,2
161,121.0,0.0,24000.0,403706375.0,544665,0.0,139000000.0,2002.0,1.85,5000,False,True,15000.0,0.14463220675944333,2
162,102.0,255.0,18000.0,176997107.0,221128,5.0,145000000.0,2014.0,2.35,46000,False,True,3953.0,0.8513119533527697,2
163,126.0,295.0,18000.0,31141074.0,51892,4.0,140000000.0,2016.0,2.35,24000,False,True,1218.0,0.673992673992674,1
164,121.0,357.0,820.0,31704416.0,45455,0.0,135000000.0,2005.0,2.35,0,False,True,1433.0,0.37371134020618557,1
165,215.0,0.0,986.0,107503316.0,392474,1.0,130000000.0,2009.0,2.35,18000,False,True,1158.0,0.36696501220504474,2
166,127.0,503.0,5000.0,129734803.0,127497,2.0,140000000.0,1998.0,2.35,0,False,True,899.0,0.4912891986062718,2
167,138.0,0.0,820.0,132122995.0,212106,0.0,137000000.0,2003.0,1.85,0,False,True,558.0,0.1847750865051903,1
168,122.0,209.0,17000.0,122512052.0,146352,6.0,130000000.0,2013.0,2.35,42000,False,True,12934.0,1.21875,1
169,124.0,42.0,11000.0,68642452.0,77673,3.0,130000000.0,2005.0,2.35,0,True,False,1821.0,0.35205183585313177,1
170,106.0,6.0,12000.0,32131830.0,72259,1.0,137000000.0,2001.0,1.85,0,False,True,2422.0,0.21065989847715735,2
171,124.0,394.0,11000.0,176636816.0,508818,0.0,140000000.0,2011.0,2.35,46000,False,True,5000.0,0.7511045655375552,2
172,128.0,150.0,766.0,126930660.0,157519,2.0,135000000.0,1999.0,2.35,2000,True,False,780.0,0.2884333821376281,2
173,138.0,608.0,613.0,93926386.0,168207,1.0,150000000.0,2003.0,2.35,0,False,True,340.0,0.3567251461988304,2
174,115.0,386.0,21000.0,292298923.0,185394,3.0,120000000.0,2012.0,2.35,65000,False,True,29000.0,0.9787234042553191,1
175,100.0,750.0,49000.0,63992328.0,32399,0.0,135000000.0,2011.0,2.35,0,False,False,11988.0,1.9746835443037976,1
176,135.0,255.0,3000.0,134518390.0,326286,0.0,150000000.0,2008.0,2.35,0,False,True,1882.0,0.5505443234836703,2
178,117.0,14000.0,535.0,52792307.0,12572,0.0,140000000.0,2016.0,2.35,27000,True,False,758.0,2.3773584905660377,2
179,156.0,0.0,29000.0,183635922.0,406020,0.0,135000000.0,2015.0,2.35,190000,False,True,27733.0,0.468013468013468,3
180,96.0,13.0,16000.0,83024900.0,62424,0.0,135000000.0,2013.0,2.35,13000,False,True,1344.0,1.8444444444444446,2
181,107.0,563.0,40000.0,123207194.0,183208,0.0,135000000.0,2011.0,2.35,26000,False,True,1939.0,1.0741839762611276,2
182,92.0,35.0,19000.0,83348920.0,60230,0.0,132000000.0,2014.0,1.85,11000,False,True,590.0,1.2966101694915255,2
183,115.0,521.0,13000.0,227137090.0,491077,0.0,110000000.0,2007.0,2.35,0,False,True,1780.0,0.401219512195122,3
184,92.0,54.0,11000.0,215395021.0,307029,0.0,130000000.0,2008.0,2.35,6000,False,True,1529.0,0.7388888888888889,2
185,117.0,235.0,2000.0,180191634.0,313866,6.0,130000000.0,2015.0,1.85,61000,False,True,2680.0,0.941712204007286,2
186,146.0,508.0,34000.0,424645577.0,498397,1.0,130000000.0,2013.0,2.35,82000,False,True,14523.0,0.7110481586402266,2
188,94.0,12.0,17000.0,177343675.0,70121,0.0,135000000.0,2015.0,1.85,26000,False,True,706.0,0.7710280373831776,2
189,116.0,14000.0,10000.0,234277056.0,334345,0.0,132000000.0,2005.0,1.85,0,False,True,1807.0,0.14629697190806276,2
190,147.0,0.0,10000.0,138396624.0,178126,1.0,130000000.0,2003.0,2.35,0,False,True,1775.0,0.18395303326810175,2
191,90.0,50.0,4000.0,149234747.0,114287,0.0,130000000.0,2011.0,2.35,16000,False,True,839.0,1.7956204379562044,2
192,101.0,176.0,11000.0,118311368.0,245621,1.0,110000000.0,2010.0,2.35,23000,False,True,984.0,0.642023346303502,2
193,138.0,0.0,12000.0,101160529.0,200022,2.0,125000000.0,2014.0,1.85,71000,False,True,17000.0,0.35,1
194,107.0,14000.0,2000.0,77564037.0,177383,1.0,135000000.0,2011.0,2.35,44000,False,True,1716.0,0.9843400447427293,2
195,142.0,0.0,11000.0,249358727.0,382255,3.0,130000000.0,2004.0,2.35,11000,True,False,20000.0,0.18218085106382978,2
196,165.0,1000.0,309.0,49551662.0,102338,0.0,130000000.0,2008.0,2.35,0,False,False,449.0,0.5444444444444444,2
197,100.0,0.0,10000.0,60522097.0,158720,0.0,130000000.0,2013.0,2.35,37000,False,True,1837.0,0.46908602150537637,1
198,82.0,0.0,1000.0,137748063.0,38438,1.0,127500000.0,2000.0,1.85,0,False,True,946.0,0.6016597510373444,2
200,98.0,189.0,49000.0,113733726.0,67223,7.0,127000000.0,2014.0,1.85,11000,False,True,4000.0,1.2222222222222223,2
201,95.0,96.0,24000.0,148337537.0,172754,3.0,130000000.0,2010.0,2.35,13000,False,True,19000.0,1.2459893048128343,2
202,159.0,0.0,11000.0,317557891.0,444683,4.0,125000000.0,2001.0,2.35,16000,True,False,1332.0,0.16422660725652452,2
203,96.0,124.0,16000.0,33592415.0,91640,2.0,130000000.0,2013.0,2.35,20000,False,True,13000.0,0.9904761904761905,1
205,143.0,563.0,40000.0,305388685.0,809474,3.0,140000000.0,2003.0,2.35,10000,False,True,6000.0,0.1282536677709418,3
207,123.0,508.0,34000.0,337103873.0,305008,1.0,125000000.0,2014.0,2.35,52000,False,True,36000.0,0.6818950930626058,2
208,174.0,2000.0,15000.0,217536138.0,314253,2.0,125000000.0,2006.0,2.35,0,False,True,936.0,0.14954221770091555,2
209,101.0,107.0,688.0,131536019.0,58498,0.0,103000000.0,2014.0,2.35,0,False,True,293.0,1.606060606060606,2
210,134.0,0.0,20000.0,214948780.0,405973,4.0,110000000.0,2003.0,2.35,0,False,False,851.0,0.2739336492890995,2
211,132.0,681.0,23000.0,209805005.0,284792,3.0,125000000.0,2011.0,2.35,54000,False,True,26000.0,0.9344262295081968,2
212,129.0,0.0,21000.0,186830669.0,338635,2.0,125000000.0,2011.0,2.35,39000,False,True,1133.0,0.9271844660194175,2
213,106.0,255.0,14000.0,163192114.0,229679,0.0,125000000.0,2010.0,2.35,15000,False,True,1850.0,0.5400313971742543,1
214,113.0,719.0,605.0,119412921.0,240241,0.0,65000000.0,1990.0,1.85,0,False,True,525.0,0.5012787723785166,2
215,102.0,323.0,845.0,32694788.0,101411,1.0,85000000.0,1999.0,2.35,0,False,True,613.0,0.15567765567765568,2
216,135.0,209.0,10000.0,113165635.0,229823,0.0,125000000.0,2012.0,2.35,31000,False,True,1428.0,0.8650793650793651,2
217,125.0,541.0,920.0,107285004.0,189855,3.0,125000000.0,1997.0,1.85,0,False,True,1299.0,0.17976424361493124,0
218,110.0,2000.0,1000.0,260031035.0,141414,0.0,123000000.0,2000.0,1.85,0,False,True,1358.0,0.3630705394190871,1
